reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
"Sussman ""Sussman""",1,"At the time of writing this review I bought three of these memory cards in last couple of weeks, for work related phones. They work fine in the Samsung Galaxy S3 mini phones. We are happy with the read and write speeds. One small note of caution the price that can be paid for these can vary, so please check around and save a few extra dollars. When installed you will not get the full 32Gb from the SD card - but that is to be expected, so please bear this mind.",2013-10-12,422,1,0,1,1,1.0,0.2065493143772374
Sweedon,0,Stopped working after a year and a half and lost a bunch of data. I have tried accessing the data useing multiple devices with no luck. Look elsewhere for an Micro SD card,2013-08-23,472,0,0,0,0,0.0,0.0
"SweetDaddy ""Darkmaster""",0,"Pros:1. ordered it and got free shipping.2. got it in 3 days.3. popped it out of the box.4. popped it in the cellphone!5. Done!Cons:1. doesn't come with a hot pocket.2. Amazon won't marry me.3. took me too long to order the hell was I thinking.4. took too long to get it out of the box 1 second!-------------------------------------------------------------------------------------update:Okay  I have to bring this rating down to 1 star.... My 64gb SD card just crapped out. I'm getting the ""0x80071ac3"" code and i cant format it or copy files to it. I ran scan disk and nothing works... I don't know if i will be buying any more SD cards again from them. luckily i was able to save all my files. I've goggled this problem and this is a common problem with these cards...",2013-08-02,493,0,3,3,-3,0.0,4.868360917120224e-17
S. Williams,0,"While out and about in a photo shoot I had this card fail on me. Luckily I'm a backup freak and was just starting out for the day so I only lost a few pictures. Card completely died and had to be sent back to Sandisk for a replacement.The whole process took a little over a week and communication was excellent so 5 stars on sandisk support.I know about memory so I always have multiple cards available and if I'm out for an extended time, spread my work out over cards to minimize risk.What about the average person who throws all their data on this disk and looses precious memories. Sure  they are at fault for not backing up their data. Unless you are shooting HD videos though, chances are you're not going to fill this card up in a day.Unless you either need the storage for HD video or something or your data is not important I'd say it makes more sense to just get several  16GB cards equaling 64GB at roughly the same or less price depending on brand.Again Sandisk support was great and they even asked if I needed data retrieved. I can't recommend this card though.",2013-02-08,668,0,0,0,0,0.0,0.0
Syd,0,"I hope you have better luck, it has gotten a lot of great reviews, but first the sticker(!) covering the contacts on the back fell off, then the card died completely. Hopefully it's an isolated incident, but I'm trying a different brand in case its a bad batch.",2014-01-01,341,0,0,0,0,0.0,0.0
T. Blake Stockslager,1,"This card is used for my Samsung Galaxy S3 on AT&T and it works great!  Read and write speeds are pretty good, and the card installed and was recognized by the phone very easily.  Great option if you need more storage on your mobile device!",2012-11-13,755,0,0,0,0,0.0,0.0
"T. C. Chan ""Looking for Good Buys""",1,"Bought 2 for me and my wife Samsung Galaxy S2 phones.  Took photos and video and there is no issues at all.  Based on my previous experience on similar products I got for DSLR and other cameras,  this thing should last as long as or longer than all my electronics.",2013-08-22,473,0,0,0,0,0.0,0.0
TC in NYC,1,"It's pretty much a commodity product made in the Far East, but what I store on it is pretty valuable.  I feel confident in SanDisk manufacturing quality control, in the end.",2014-02-04,307,0,0,0,0,0.0,0.0
Techie2000,0,"Worked fine for a month and then after about a month, the phone didn't see the card any more. Tried to read it on several PC's and none of them detected the card. Unfortunately it hadn't been backed up so all pictures and videos take on the phone are now gone.",2013-01-29,678,0,0,0,0,0.0,0.0
techieteacher,0,I bought this for my Samsung galaxy s4. I don't know if it is my phone or the card but my phone says it was unexpectedly removed from time to time. My wife's phone doesn't do it as often but still does it. Very fast but unreliable. I have had many sandisk before and this is the only one I have had problems with. I have read that there were some that were poorly made. Thinking I will send it back and give it another chance.,2013-11-24,379,0,0,0,0,0.0,0.0
Technocrat,0,"Bought this for Galaxy S3, worked like a charm for 3 months & then I started getting error messages on phone stating the card has been taken out or that it is not there, went on like this for a week or so & then one day gone. Initially I thought it was problem with phone. Popped in a 2Gb card from BB & it worked. Popped this one into the BB & same, no detection. After spending so much on an SD card its disappointing to see it go bust outside of return period.",2013-03-24,624,0,0,0,0,0.0,0.0
"Tech Savvy ""Tech Savvy""",1,Works fine with photo shooting and video recording in EOS camera with the SD adapter. Perfect for tablet and phone memory.,2013-08-20,475,0,0,0,0,0.0,0.0
"Terrence K. Wraight ""gadgethound""",1,"Sometimes when the price is too low you get less than you paid for. My suspicions were deepened when the package arrived with generic packaging, not the brand label of &#34;SanDisk Ultra.&#34; Nevertheless, I am satisfied with the product. It works fine. Sure beats the price Walmart was charging for a 64 GB micro SD card.",2014-07-01,160,0,0,0,0,0.0,0.0
T. Funk,1,"Its just amazing the amount of storage you can get in the size of a pinky nail.  I have this mounted to my phone filled with music, documents, pictures and all of my mobile phone records and messages from the past 3 phones.  Still have plenty of room left and no issues.",2013-08-24,471,0,0,0,0,0.0,0.0
The Brady Report,0,Bought this for my Samsung Galaxy Note II.  I started having all kinds of issues with recording photos and movies to the card.  It would look like it worked and then when I'd go back to review the photos or movies they were corrupted.  I see other people having the same issue with these cards.  Lost memories - bad card...,2013-10-30,404,0,0,0,0,0.0,0.0
The Goat,0,"I have not had many problems with what I have bought over the years, but when I do I will make sure to warn others. I loaded a handful of videos from my PC and then installed this in my Android tablet for a trip. Corrupted. Nothing worked and sometimes it can be seen, other times it doesn't even show up. The tablet wants to format it, which it has never been able to do successfully, and needless to say it is too small to even be a paperweight. The SD adapter that it came with was also junk and upon the first time I went to use it, it simply didn't feel right--- so I used my trusty Lexar micro SD to USB that came with my Lexar 32gb micro SD card.I would have expected more and unfortunately as it stands many people have success with them working and equally those that do not. I have even formatted it to see if it made any difference and there was none. And of course my window of return is gone so unless the seller stands behind it--- it is going in the trash. I knew I should have gone with what I had purchased before as I have three of them working perfectly for over a year. Moreover what is even a bigger disappointment is that our camera that uses a standard SD card and it is a no-name with no identifying marks---- has worked for two years without a problem.I do know problems arise, but..... when the cost of a product goes up and up and the quality control goes down--- I am not going to be the one accepting those terms. If you're looking for a good card, search Amazon for this one: LSDMI32GBSBNAR. This is the Lexar and I have thousands of pictures, video clips, and it has even endured three updates to my phone--- plus I carry my phone everyday so it is subject to everyday life all the time, it has been tough stuff.",2013-05-23,564,0,0,0,0,0.0,0.0
